ticker,company_name,issue_type,severity,detail,signal_category,signal_headline,chunk_id,accession_number,source_document_url,human_disposition,review_notes
NTAP,NetApp Inc.,signal_evidence_unverified,warning,quote_not_found:positioning data infrastructure for ai transformation,technology_and_product,Positioning data infrastructure for AI transformation,NTAP_000119312526259683_document_item_1_business_4,0001193125-26-259683,https://www.sec.gov/Archives/edgar/data/1002047/000119312526259683/ntap-20260424.htm,,
NVDA,NVIDIA Corporation,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0001045810-26-000021,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,,
NVDA,NVIDIA Corporation,high_importance_profile_unverified,error,5,,,,0001045810-26-000021,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,,
NXPI,NXP Semiconductors N.V.,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0001413447-26-000008,https://www.sec.gov/Archives/edgar/data/1413447/000141344726000008/nxpi-20251231.htm,,
NXPI,NXP Semiconductors N.V.,high_importance_profile_unverified,error,4,,,,0001413447-26-000008,https://www.sec.gov/Archives/edgar/data/1413447/000141344726000008/nxpi-20251231.htm,,
NXPI,NXP Semiconductors N.V.,signal_evidence_unverified,warning,quote_not_found:r d focus shifts to software defined vehicle and ai at the edge,technology_and_product,R&D focus shifts to Software-Defined Vehicle and AI at the Edge,NXPI_000141344726000008_document_item_1_business_26,0001413447-26-000008,https://www.sec.gov/Archives/edgar/data/1413447/000141344726000008/nxpi-20251231.htm,,
ON,ON Semiconductor Corporation,signal_evidence_unverified,error,quote_not_found:psg positioned to benefit from ai data center power tree demand,technology_and_product,PSG positioned to benefit from AI data center power tree demand,ON_000109786426000006_document_item_1_business_9,0001097864-26-000006,https://www.sec.gov/Archives/edgar/data/1097864/000109786426000006/on-20251231.htm,,
ORCL,Oracle Corporation,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0001193125-26-277521,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm,,
ORCL,Oracle Corporation,high_importance_profile_unverified,error,4,,,,0001193125-26-277521,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm,,
PPL,PPL Corporation,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0000922224-26-000008,https://www.sec.gov/Archives/edgar/data/922224/000092222426000008/ppl-20251231.htm,,
PPL,PPL Corporation,signal_evidence_unverified,warning,quote_not_found:operating revenues increased 580m year over year,demand_and_revenue,Operating revenues increased $580M year-over-year,PPL_000092222426000008_document_item_1_business_112,0000922224-26-000008,https://www.sec.gov/Archives/edgar/data/922224/000092222426000008/ppl-20251231.htm,,
PPL,PPL Corporation,signal_evidence_unverified,warning,quote_not_found:net income increased 293m to 1 181b,demand_and_revenue,Net income increased $293M to $1.181B,PPL_000092222426000008_document_item_1_business_112,0000922224-26-000008,https://www.sec.gov/Archives/edgar/data/922224/000092222426000008/ppl-20251231.htm,,
PPL,PPL Corporation,signal_evidence_unverified,warning,quote_not_found:cash position strengthened to 306m from 24m,liquidity_and_balance_sheet,Cash position strengthened to $306M from $24M,PPL_000092222426000008_document_item_1_business_133,0000922224-26-000008,https://www.sec.gov/Archives/edgar/data/922224/000092222426000008/ppl-20251231.htm,,
PPL,PPL Corporation,signal_evidence_unverified,warning,quote_not_found:lg e net income grew 12m to 309m,demand_and_revenue,LG&E net income grew $12M to $309M,PPL_000092222426000008_document_item_1_business_129,0000922224-26-000008,https://www.sec.gov/Archives/edgar/data/922224/000092222426000008/ppl-20251231.htm,,
PWR,Quanta Services Inc.,signal_evidence_unverified,error,quote_not_found:data center and ai drive technology revenue growth,demand_and_revenue,Data center and AI drive technology revenue growth,PWR_000105091526000006_document_item_1_business_17,0001050915-26-000006,https://www.sec.gov/Archives/edgar/data/1050915/000105091526000006/pwr-20251231.htm,,
QCOM,QUALCOMM Incorporated,signal_evidence_unverified,warning,quote_not_found:cash and marketable securities decreased by 822 million,liquidity_and_balance_sheet,Cash and marketable securities decreased by $822 million,QCOM_000080432825000085_document_item_1_business_14,0000804328-25-000085,https://www.sec.gov/Archives/edgar/data/804328/000080432825000085/qcom-20250928.htm,,
RTX,RTX Corporation,signal_evidence_unverified,error,quote_not_found:estimate adjustments negatively impacted 2025 operating results,pricing_and_margin,Estimate adjustments negatively impacted 2025 operating results,RTX_000010182926000006_document_item_7_mdna_87,0000101829-26-000006,https://www.sec.gov/Archives/edgar/data/101829/000010182926000006/rtx-20251231.htm,,
SANM,Sanmina Corp.,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0000897723-25-000042,https://www.sec.gov/Archives/edgar/data/897723/000089772325000042/sanm-20250927.htm,,
SANM,Sanmina Corp.,signal_evidence_unverified,warning,quote_not_found:top 10 customers represent 52 of net sales highlighting concentration risk,customer_concentration,"Top 10 customers represent 52% of net sales, highlighting concentration risk",SANM_000089772325000042_document_item_7_mdna_112,0000897723-25-000042,https://www.sec.gov/Archives/edgar/data/897723/000089772325000042/sanm-20250927.htm,,
SMCI,Super Micro Computer Inc.,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0001375365-25-000027,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,,
SMCI,Super Micro Computer Inc.,high_importance_profile_unverified,error,4,,,,0001375365-25-000027,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,,
SMCI,Super Micro Computer Inc.,signal_evidence_unverified,error,quote_not_found:high customer concentration risk with four customers exceeding 10 of sales,customer_concentration,High customer concentration risk with four customers exceeding 10% of sales,SMCI_000137536525000027_document_item_1a_risk_factors_16,0001375365-25-000027,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,,
SNOW,Snowflake Inc.,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0001640147-26-000008,https://www.sec.gov/Archives/edgar/data/1640147/000164014726000008/snow-20260131.htm,,
SNOW,Snowflake Inc.,signal_evidence_unverified,error,quote_not_found:active m a in data and ai sectors including crunchy data and tensorstax,partnership_or_mna,Active M&A in data and AI sectors including Crunchy Data and TensorStax,SNOW_000164014726000008_document_item_1a_risk_factors_44,0001640147-26-000008,https://www.sec.gov/Archives/edgar/data/1640147/000164014726000008/snow-20260131.htm,,
SO,Southern Company,signal_evidence_unverified,error,quote_not_found:regulatory lag risk on capacity purchase and construction costs,regulatory_or_geopolitical,Regulatory lag risk on capacity purchase and construction costs,SO_000009212226000006_document_item_1a_risk_factors_57,0000092122-26-000006,https://www.sec.gov/Archives/edgar/data/92122/000009212226000006/so-20251231.htm,,
SO,Southern Company,signal_evidence_unverified,warning,quote_not_found:holding company liquidity dependent on subsidiary cash flows,liquidity_and_balance_sheet,Holding company liquidity dependent on subsidiary cash flows,SO_000009212226000006_document_item_1a_risk_factors_52,0000092122-26-000006,https://www.sec.gov/Archives/edgar/data/92122/000009212226000006/so-20251231.htm,,
SO,Southern Company,signal_evidence_unverified,warning,quote_not_found:afudc increase signals rising capital expenditures,capital_allocation,AFUDC increase signals rising capital expenditures,SO_000009212226000006_document_item_7_mdna_72,0000092122-26-000006,https://www.sec.gov/Archives/edgar/data/92122/000009212226000006/so-20251231.htm,,
SO,Southern Company,signal_evidence_unverified,warning,quote_not_found:renewable revenue exposure to weather and performance,technology_and_product,Renewable revenue exposure to weather and performance,SO_000009212226000006_document_item_7_mdna_87,0000092122-26-000006,https://www.sec.gov/Archives/edgar/data/92122/000009212226000006/so-20251231.htm,,
SO,Southern Company,signal_evidence_unverified,error,quote_not_found:data center and digitization driving projected load growth,demand_and_revenue,Data center and digitization driving projected load growth,SO_000009212226000006_document_item_7_mdna_108,0000092122-26-000006,https://www.sec.gov/Archives/edgar/data/92122/000009212226000006/so-20251231.htm,,
STX,Seagate Technology Holdings plc,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0001137789-25-000157,https://www.sec.gov/Archives/edgar/data/1137789/000113778925000157/stx-20250627.htm,,
STX,Seagate Technology Holdings plc,current_fact_contains_risk_language,warning,"At the same time, we have continued to operate in a dynamic macroeconomic environment marked by rapid shifts in trade policies and increasing geopolitical tensions. These factors may impact our business and results of operations.",regulatory_or_geopolitical,Geopolitical tensions and trade policies impact business,STX_000113778925000157_document_item_1_business_0,0001137789-25-000157,https://www.sec.gov/Archives/edgar/data/1137789/000113778925000157/stx-20250627.htm,,
STX,Seagate Technology Holdings plc,signal_evidence_unverified,warning,quote_not_found:maintained 1 3 billion available under revolving credit facility,liquidity_and_balance_sheet,Maintained $1.3 billion available under revolving credit facility,STX_000113778925000157_document_item_1_business_19,0001137789-25-000157,https://www.sec.gov/Archives/edgar/data/1137789/000113778925000157/stx-20250627.htm,,
STX,Seagate Technology Holdings plc,signal_evidence_unverified,warning,quote_not_found:intangible assets from intevac acquisition amortized over three years,technology_and_product,Intangible assets from Intevac acquisition amortized over three years,STX_000113778925000157_document_item_1_business_175,0001137789-25-000157,https://www.sec.gov/Archives/edgar/data/1137789/000113778925000157/stx-20250627.htm,,
TEL,TE Connectivity plc,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0001104659-25-109150,https://www.sec.gov/Archives/edgar/data/1385157/000110465925109150/tel-20250926x10k.htm,,
TEL,TE Connectivity plc,high_importance_profile_unverified,error,4,,,,0001104659-25-109150,https://www.sec.gov/Archives/edgar/data/1385157/000110465925109150/tel-20250926x10k.htm,,
TEL,TE Connectivity plc,signal_evidence_unverified,warning,quote_not_found:automation and connected living accounts for 27 of segment sales,demand_and_revenue,Automation and connected living accounts for 27% of segment sales,TEL_000110465925109150_document_item_1_business_7,0001104659-25-109150,https://www.sec.gov/Archives/edgar/data/1385157/000110465925109150/tel-20250926x10k.htm,,
TER,Teradyne Inc.,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0001193125-26-059002,https://www.sec.gov/Archives/edgar/data/97210/000119312526059002/ter-20251231.htm,,
TER,Teradyne Inc.,signal_evidence_unverified,error,quote_not_found:high customer concentration with top two specifying customers,customer_concentration,High customer concentration with top two specifying customers,TER_000119312526059002_document_item_1_business_26,0001193125-26-059002,https://www.sec.gov/Archives/edgar/data/97210/000119312526059002/ter-20251231.htm,,
TER,Teradyne Inc.,signal_evidence_unverified,warning,quote_not_found:borrowing to fund manufacturing capacity ramp up,capacity_and_supply,Borrowing to fund manufacturing capacity ramp-up,TER_000119312526059002_document_item_7_mdna_196,0001193125-26-059002,https://www.sec.gov/Archives/edgar/data/97210/000119312526059002/ter-20251231.htm,,
TER,Teradyne Inc.,signal_evidence_unverified,warning,quote_not_found:eagle platform targets sic and gan power devices,technology_and_product,Eagle platform targets SiC and GaN power devices,TER_000119312526059002_document_item_1_business_19,0001193125-26-059002,https://www.sec.gov/Archives/edgar/data/97210/000119312526059002/ter-20251231.htm,,
TER,Teradyne Inc.,signal_evidence_unverified,error,quote_not_found:china retaliatory tariffs pose supply chain risk,regulatory_or_geopolitical,China retaliatory tariffs pose supply chain risk,TER_000119312526059002_document_item_1a_risk_factors_84,0001193125-26-059002,https://www.sec.gov/Archives/edgar/data/97210/000119312526059002/ter-20251231.htm,,
TER,Teradyne Inc.,signal_evidence_unverified,warning,quote_not_found:supply chain resilience investments increase costs,supplier_or_infrastructure_dependency,Supply chain resilience investments increase costs,TER_000119312526059002_document_item_1a_risk_factors_67,0001193125-26-059002,https://www.sec.gov/Archives/edgar/data/97210/000119312526059002/ter-20251231.htm,,
TER,Teradyne Inc.,current_fact_contains_risk_language,warning,"we may in some cases, incur higher costs due to investment in supply chain resiliency and to secure available inventory or have extended or non-cancellable purchase commitments.",supplier_or_infrastructure_dependency,Supply chain resilience investments increase costs,TER_000119312526059002_document_item_1a_risk_factors_67,0001193125-26-059002,https://www.sec.gov/Archives/edgar/data/97210/000119312526059002/ter-20251231.htm,,
TER,Teradyne Inc.,signal_evidence_unverified,warning,quote_not_found:credit facility covenants restrict capital expenditures,liquidity_and_balance_sheet,Credit facility covenants restrict capital expenditures,TER_000119312526059002_document_item_1a_risk_factors_52,0001193125-26-059002,https://www.sec.gov/Archives/edgar/data/97210/000119312526059002/ter-20251231.htm,,
TSM,Taiwan Semiconductor Manufacturing Company Limited,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0001628280-26-025362,https://www.sec.gov/Archives/edgar/data/1046179/000162828026025362/tsm-20251231.htm,,
TSM,Taiwan Semiconductor Manufacturing Company Limited,high_importance_profile_unverified,error,5,,,,0001628280-26-025362,https://www.sec.gov/Archives/edgar/data/1046179/000162828026025362/tsm-20251231.htm,,
TSM,Taiwan Semiconductor Manufacturing Company Limited,signal_evidence_unverified,error,quote_not_found:north america revenue share increased to 75 in 2025,demand_and_revenue,North America revenue share increased to 75% in 2025,TSM_000162828026025362_document_item_4_company_information_35,0001628280-26-025362,https://www.sec.gov/Archives/edgar/data/1046179/000162828026025362/tsm-20251231.htm,,
TSM,Taiwan Semiconductor Manufacturing Company Limited,signal_evidence_unverified,warning,quote_not_found:annual capacity exceeded 17 million wafers in 2025,capacity_and_supply,Annual capacity exceeded 17 million wafers in 2025,TSM_000162828026025362_document_item_4_company_information_72,0001628280-26-025362,https://www.sec.gov/Archives/edgar/data/1046179/000162828026025362/tsm-20251231.htm,,
TSM,Taiwan Semiconductor Manufacturing Company Limited,signal_evidence_unverified,error,quote_not_found:operating cash flow reached nt 2 27 trillion in 2025,capital_allocation,Operating cash flow reached NT$2.27 trillion in 2025,TSM_000162828026025362_document_item_4_company_information_88,0001628280-26-025362,https://www.sec.gov/Archives/edgar/data/1046179/000162828026025362/tsm-20251231.htm,,
TSM,Taiwan Semiconductor Manufacturing Company Limited,signal_evidence_unverified,error,unknown_chunk_id:export control compliance risks include production suspension,regulatory_or_geopolitical,Export control compliance risks include production suspension,TSM_000162828026025362_document_item_4_company_information_162828026025362_document_item_4_company_information_16,0001628280-26-025362,https://www.sec.gov/Archives/edgar/data/1046179/000162828026025362/tsm-20251231.htm,,
TSM,Taiwan Semiconductor Manufacturing Company Limited,signal_evidence_unverified,error,quote_not_found:advanced technology revenue share rose to 74 in 2025,technology_and_product,Advanced technology revenue share rose to 74% in 2025,TSM_000162828026025362_document_item_4_company_information_73,0001628280-26-025362,https://www.sec.gov/Archives/edgar/data/1046179/000162828026025362/tsm-20251231.htm,,
TT,Trane Technologies plc,current_fact_contains_risk_language,warning,"In 2025, we spent $347.6 million on research and development, focused on product and system sustainability improvements such as increasing energy efficiency, developing products that allow for use of lower global warming potential refrigera",technology_and_product,R&D focus on sustainability and energy efficiency,TT_000162828026005731_document_item_1_business_8,0001628280-26-005731,https://www.sec.gov/Archives/edgar/data/1466258/000162828026005731/tt-20251231.htm,,
TT,Trane Technologies plc,current_fact_contains_risk_language,warning,"For many components we procure, we have an effective supply chain resiliency plan and capable sources to ensure sufficient supply, however there are certain categories of components that could occasionally see limited availability or shorta",capacity_and_supply,Supply chain resilience plans mitigate commodity risks,TT_000162828026005731_document_item_1_business_7,0001628280-26-005731,https://www.sec.gov/Archives/edgar/data/1466258/000162828026005731/tt-20251231.htm,,
TXN,Texas Instruments Inc.,signal_evidence_unverified,error,quote_not_found:increased shareholder returns via dividends and buybacks,capital_allocation,Increased shareholder returns via dividends and buybacks,TXN_000009747626000059_document_item_7_mdna_10,0000097476-26-000059,https://www.sec.gov/Archives/edgar/data/97476/000009747626000059/txn-20251231.htm,,
TXN,Texas Instruments Inc.,signal_evidence_unverified,error,quote_not_found:chips act incentives provide direct funding and tax credits,regulatory_or_geopolitical,CHIPS Act incentives provide direct funding and tax credits,TXN_000009747626000059_document_item_7_mdna_10,0000097476-26-000059,https://www.sec.gov/Archives/edgar/data/97476/000009747626000059/txn-20251231.htm,,
TXN,Texas Instruments Inc.,signal_evidence_unverified,error,quote_not_found:strong operating cash flow of 7 15 billion,liquidity_and_balance_sheet,Strong operating cash flow of $7.15 billion,TXN_000009747626000059_document_item_7_mdna_9,0000097476-26-000059,https://www.sec.gov/Archives/edgar/data/97476/000009747626000059/txn-20251231.htm,,
TXN,Texas Instruments Inc.,signal_evidence_unverified,error,quote_not_found:300mm transition yields 40 cost advantage,technology_and_product,300mm transition yields 40% cost advantage,TXN_000009747626000059_document_item_1_business_9,0000097476-26-000059,https://www.sec.gov/Archives/edgar/data/97476/000009747626000059/txn-20251231.htm,,
TXN,Texas Instruments Inc.,signal_evidence_unverified,warning,quote_not_found:industrial and automotive markets drive 66 of revenue,demand_and_revenue,Industrial and automotive markets drive 66% of revenue,TXN_000009747626000059_document_item_1_business_6,0000097476-26-000059,https://www.sec.gov/Archives/edgar/data/97476/000009747626000059/txn-20251231.htm,,
UNH,UnitedHealth Group Incorporated,signal_evidence_unverified,error,quote_not_found:restructuring actions reduced 2025 premium revenue by 122 million,pricing_and_margin,Restructuring actions reduced 2025 premium revenue by $122 million,UNH_000073176626000062_document_item_7_mdna_3,0000731766-26-000062,https://www.sec.gov/Archives/edgar/data/731766/000073176626000062/unh-20251231.htm,,
UPS,United Parcel Service Inc.,partial_signal_json_recovery,warning,partial_array_recovery:6,,,,0001628280-26-008432,https://www.sec.gov/Archives/edgar/data/1090727/000162828026008432/ups-20251231.htm,,
VRT,Vertiv Holdings Co.,signal_evidence_unverified,warning,quote_not_found:tariffs and supply chain resilience strategy,regulatory_or_geopolitical,Tariffs and supply chain resilience strategy,VRT_000167410126000008_document_item_7_mdna_85,0001674101-26-000008,https://www.sec.gov/Archives/edgar/data/1674101/000167410126000008/vrt-20251231.htm,,
VST,Vistra Corp.,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0001692819-26-000006,https://www.sec.gov/Archives/edgar/data/1692819/000169281926000006/vistra-20251231.htm,,
VST,Vistra Corp.,current_fact_contains_risk_language,warning,"We have nuclear fuel contracted to support all of our refueling needs through 2030. We do not anticipate any significant difficulties in acquiring uranium and contracting for associated conversion, enrichment, and fabrication services in th",capacity_and_supply,Nuclear fuel secured through 2030 with strategic inventory mitigation,VST_000169281926000006_document_item_1_business_3,0001692819-26-000006,https://www.sec.gov/Archives/edgar/data/1692819/000169281926000006/vistra-20251231.htm,,
VST,Vistra Corp.,current_fact_contains_risk_language,warning,"For example, during some periods, transmission access is constrained in some areas of the Dallas-Fort Worth metroplex, where we have a significant number of customers. The cost to provide service to these customers may exceed the cost to pr",supplier_or_infrastructure_dependency,Transmission constraints in DFW metroplex increasing service costs,VST_000169281926000006_document_item_1_business_104,0001692819-26-000006,https://www.sec.gov/Archives/edgar/data/1692819/000169281926000006/vistra-20251231.htm,,
WDC,Western Digital Corporation,signal_evidence_unverified,error,quote_not_found:gross margin expansion driven by cost efficiencies,pricing_and_margin,Gross margin expansion driven by cost efficiencies,WDC_000010604025000038_document_item_7_mdna_11,0000106040-25-000038,https://www.sec.gov/Archives/edgar/data/106040/000010604025000038/wdc-20250627.htm,,
WMT,Walmart Inc.,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0000104169-26-000055,https://www.sec.gov/Archives/edgar/data/104169/000010416926000055/wmt-20260131.htm,,
WMT,Walmart Inc.,signal_evidence_unverified,error,quote_not_found:operating cash flow increased 5 1 billion to 41 6 billion,capital_allocation,Operating cash flow increased $5.1 billion to $41.6 billion,WMT_000010416926000055_document_item_7_mdna_25,0000104169-26-000055,https://www.sec.gov/Archives/edgar/data/104169/000010416926000055/wmt-20260131.htm,,
WMT,Walmart Inc.,current_fact_contains_risk_language,warning,"We also have $15.0 billion of various undrawn committed lines of credit in the U.S. as of January 31, 2026 that provide additional liquidity, if needed.",liquidity_and_balance_sheet,Walmart maintains $15 billion in undrawn credit facilities,WMT_000010416926000055_document_item_7_mdna_31,0000104169-26-000055,https://www.sec.gov/Archives/edgar/data/104169/000010416926000055/wmt-20260131.htm,,
WMT,Walmart Inc.,signal_evidence_unverified,warning,quote_not_found:obbb act enacted with 100 bonus depreciation,regulatory_or_geopolitical,OBBB Act enacted with 100% bonus depreciation,WMT_000010416926000055_document_item_7_mdna_6,0000104169-26-000055,https://www.sec.gov/Archives/edgar/data/104169/000010416926000055/wmt-20260131.htm,,
WMT,Walmart Inc.,signal_evidence_unverified,warning,quote_not_found:supplier instability poses risk to supply chain continuity,supplier_or_infrastructure_dependency,Supplier instability poses risk to supply chain continuity,WMT_000010416926000055_document_item_1a_risk_factors_22,0000104169-26-000055,https://www.sec.gov/Archives/edgar/data/104169/000010416926000055/wmt-20260131.htm,,
