ticker,company_name,primary_industry,strategic_domains,value_chain_roles,business_summary,products_services,end_markets,strategic_importance,strategic_importance_rationale,evidence_valid,evidence_failure_reasons,evidence_quotes,accession_number,source_document_url,human_label,review_notes
JCI,Johnson Controls International plc,industrials_and_infrastructure,industrial_automation | energy_transition | data_and_analytics,manufacturer | equipment_provider | software_or_service_provider,"Johnson Controls International plc is a global leader in engineering, manufacturing, and retrofitting building products and systems, including HVAC, controls, security, and fire protection solutions. The company also provides technical services and digital software platforms, such as OpenBlue, to create smart, sustainable buildings.","commercial HVAC equipment | industrial refrigeration systems | controls | security systems | fire-detection and fire-suppression solutions | OpenBlue digital software platform | technical services (maintenance, repair, retrofit) | energy-management consulting",commercial | industrial | data center | institutional | governmental | residential,3,"The company holds a significant position in the building technology industry with a diverse portfolio and global reach, serving critical infrastructure like data centers and hospitals, though it operates in a highly fragmented and competitive market.",False,quote_not_found,"global leader in engineering, manufacturing, commissioning and retrofitting building products and systems | commercial HVAC equipment, industrial refrigeration systems, controls, security systems, fire-detection systems and fire-suppression solutions | designs, manufactures, sells, installs and services HVAC, controls, building management, refrigeration, integrated electronic security systems | OpenBlue platform combines the Company’s building expertise with cutting-edge technology, including artificial intelligence and machine learning",0000833444-25-000097,https://www.sec.gov/Archives/edgar/data/833444/000083344425000097/jci-20250930.htm,,
JNJ,Johnson & Johnson,healthcare_and_life_sciences,biopharma | healthcare_infrastructure,manufacturer | distributor_or_channel,"Johnson & Johnson is a global holding company engaged in the research, development, manufacture, and sale of healthcare products, organized into Innovative Medicine and MedTech segments. The company distributes pharmaceuticals and medical devices to wholesalers, hospitals, and healthcare professionals across virtually all countries worldwide.","Oncology, Immunology, and Neuroscience pharmaceuticals | Instrumentation and energy devices | Stapling systems and wound closure products | Biosurgery products | Digital and robotic technologies | Breast aesthetics and reconstruction solutions | Contact lenses (ACUVUE brand) | Intraocular lenses for cataract surgery",Hospitals | Surgical centers | Wholesalers | Retailers | Healthcare professionals | Eye care professionals,4,"The company holds significant strategic importance as a global leader in healthcare innovation with substantial investments in research and intellectual property, facing intense competition and regulatory pressures in critical therapeutic areas and medical device markets.",False,quote_not_found,"Johnson & Johnson and its subsidiaries... engaged in the research and development, manufacture and sale of a broad range of products in the healthcare field. | This portfolio includes instrumentation, energy devices, stapling systems, wound closure, biosurgery products, and digital and robotic technologies... | The Innovative Medicine segment is focused on the following therapeutic areas: Oncology, Immunology, Neuroscience... MedTech segment includes... Surgery, Orthopaedic, Cardiovascular and Vision fields. | The development of new and innovative products, as well as protecting the underlying intellectual property of the Company's product portfolio, is important to the Company’s success...",0000200406-26-000016,https://www.sec.gov/Archives/edgar/data/200406/000020040626000016/jnj-20251228.htm,,
JPM,JPMorgan Chase & Co.,financial_services,financial_infrastructure | data_and_analytics | cybersecurity,capital_provider | platform_provider | software_or_service_provider,"JPMorgan Chase & Co. is a leading financial services firm based in the United States with operations worldwide, serving millions of customers and prominent corporate, institutional, and government clients. The Firm operates through Consumer & Community Banking, Commercial & Investment Bank, and Asset & Wealth Management segments, offering investment banking, financial transaction processing, and asset management services.",investment banking and capital-raising | lending and extensions of credit | payments processing and transaction services | custody and fund services | asset and wealth management | market-making and derivative instruments | credit cards and payment solutions | mortgage origination and servicing,consumers | small businesses | large corporations | financial institutions | institutions | government clients,1,"The company is a leading financial services firm with $4.4 trillion in assets, providing critical capital, transaction processing, and investment banking services to a global base of corporate, institutional, and government clients.",True,,"JPMorgan Chase & Co. ... is a leading financial services firm based in the United States of America (“U.S.”), with operations worldwide. | JPMorganChase had $4.4 trillion in assets ... The Firm is a leader in investment banking, financial services for consumers and small businesses, commercial banking, financial transaction processing and asset management. | The Commercial & Investment Bank ... offer investment banking, lending, payments, market-making, financing, custody and securities products and services to a global base of corporate and institutional clients. | Consumer & Community Banking offers products and services to consumers and small businesses ... Card Services issues credit cards and offers payment solutions ... Auto originates and services auto loans and leases.",0001628280-26-008131,https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/jpm-20251231.htm,,
KEYS,Keysight Technologies Inc.,technology_hardware,telecom_infrastructure | semiconductor_supply_chain | ai_compute | cybersecurity,equipment_provider | software_or_service_provider | component_supplier,"Keysight Technologies is a global innovator in computing, communications, and electronics markets that delivers design and test solutions, including hardware, software, and services, to help customers develop and commercialize products. The company operates through two segments, Communications Solutions Group and Electronic Industrial Solutions Group, serving commercial communications, aerospace, defense, government, and other electronics markets.",electronic design and test software | instrumentation | systems | computer-aided engineering (CAE) | physics-based virtual prototyping | wireless network test and assurance | positioning technology solutions | professional services including installation and training,commercial communications | aerospace | defense | government | semiconductor | automotive and energy,3,"Keysight provides critical design, simulation, and test solutions across the communications and semiconductor supply chains, with specific capabilities in cybersecurity testing and AI-enhanced workflows that are essential for next-generation product development.",False,quote_not_found,"Keysight Technologies, Inc. ... is a global innovator in the computing, communications and electronics markets ... deliver this value through a broad range of design and test solutions | CSG serves customers spanning the global commercial communications and aerospace, defense, and government end markets. The group’s solutions consist of electronic design and test software, instrumentation, systems, and related services. | Our direct sales organizations serve customers globally across the commercial communications, aerospace, defense, and government, automotive and energy, semiconductor, and general electronics markets. | We have used AI capability, such as machine learning and neural network models, across many Keysight solutions ... Solutions include physics-based virtual prototyping and computer-aided engineering (“CAE”)",0001601046-25-000127,https://www.sec.gov/Archives/edgar/data/1601046/000160104625000127/keys-20251031.htm,,
KLAC,KLA Corporation,semiconductors,semiconductor_supply_chain | ai_compute,equipment_provider | software_or_service_provider,"KLA Corporation is a supplier of industry-leading equipment and services that enables innovation throughout the electronics industry, specifically providing advanced process control and yield management solutions for semiconductor and PCB manufacturing.",advanced process control solutions | process-enabling solutions | inspection and metrology products | chemistry process control | yield management software | reticle systems | substrate manufacturing systems | comprehensive support and services,semiconductor device manufacturing | memory | foundry/logic | advanced packaging | PCB | data storage,4,"KLA is critical to the semiconductor supply chain as it provides the industry-leading process control and yield management solutions required for high-volume production of advanced nodes like 2-nanometer and EUV, which are essential for AI and HPC applications.",True,,"KLA Corporation... are suppliers of industry-leading equipment and services that enables innovation throughout the electronics industry. | KLA develops industry-leading process control and yield management solutions and services that enable innovation throughout the semiconductor and related electronics industries. | Demand for advanced semiconductor technologies, particularly evident in the 2-nanometer node... continues to drive investments in AI. | Our core focus is enabling technological advances and improving manufacturing yields in the semiconductor industry.",0000319201-25-000024,https://www.sec.gov/Archives/edgar/data/319201/000031920125000024/klac-20250630.htm,,
KO,Coca-Cola Company,consumer_and_retail,,manufacturer | distributor_or_channel,"The Company develops, markets, and sells beverage products globally through a network of independent bottling partners and consolidated operations. It derives significant revenue from selling concentrates, syrups, and finished beverages to retailers, distributors, and consumers across more than 200 countries.",concentrates and syrups | sparkling soft drinks | finished beverages | fountain syrups | pre-mixed cocktails | flavored alcohol beverages | hard seltzers | dairy products,retailers | distributors | wholesalers | fountain retailers | e-commerce retailers | consumers,1,"The filing describes the company as a major global beverage provider but does not disclose any bottleneck potential, critical infrastructure control, or strategic necessity that would elevate its importance beyond standard commercial operations.",True,,"Unit case volume represents the number of unit cases... of Company beverage products directly or indirectly sold by the Company and its bottling partners | The finished beverages are packaged in authorized containers... and are then sold to retailers directly or, in some cases, through wholesalers or other bottlers. | The Company’s approach in alcohol focuses on three segments of alcohol ready-to-drink beverages: pre-mixed cocktails... flavored alcohol beverages... and hard seltzers | We make our branded beverage products available to consumers in more than 200 countries and territories through our network of independent bottling partners",0001628280-26-010047,https://www.sec.gov/Archives/edgar/data/21344/000162828026010047/ko-20251231.htm,,
LITE,Lumentum Holdings Inc.,semiconductors,ai_compute | cloud_infrastructure | telecom_infrastructure,component_supplier | manufacturer,"Lumentum Holdings Inc. is a leading provider of optical and photonic products, operating through Cloud & Networking and Industrial Tech segments to supply components for data centers, AI infrastructure, and industrial manufacturing.","optical and photonic chips | optical and photonic components | modules | subsystems | high-power, solid-state and ultrafast lasers | 3D sensing products | laser light sources | VCSELs and VCSEL arrays",cloud data center operators | AI/ML infrastructure providers | network equipment manufacturers | cloud and network service providers | enterprise applications | communications services networking,4,"The company provides essential optical and photonic components for high-speed interconnection in cloud data centers and AI/ML infrastructure, serving as a critical supplier to major infrastructure builders.",True,,"Our products are essential to a range of cloud, artificial intelligence and machine learning (“AI/ML”), telecommunications, consumer, and industrial end-market applications. | Our Cloud & Networking products comprise a comprehensive portfolio of optical and photonic chips, components, modules, and subsystems supplied to cloud data center operators, AI/ML infrastructure providers, and network equipment manufacturer customers | We provide a wide range of optical and photonic components, modules, and subsystems to support the high-speed transmission of data over high-capacity fiber optic links in cloud data center, AI/ML, enterprise and communications services networking applications. | For example, markets driven by AI/ML technology are changing rapidly and therefore, the demand for our products that address these markets may change and is difficult to predict.",0001628280-25-040830,https://www.sec.gov/Archives/edgar/data/1633978/000162828025040830/lite-20250628.htm,,
LLY,Eli Lilly and Company,healthcare_and_life_sciences,biopharma | healthcare_infrastructure,manufacturer | software_or_service_provider,"Eli Lilly and Company is a global pharmaceutical company that discovers, develops, and manufactures branded medicines, biologics, and biosimilars. The company operates through a global network of manufacturing sites and sales organizations to serve healthcare providers and patients.",Cyramza | Erbitux | Inluriyo | Jaypirca | biologics | biosimilars | generic pharmaceuticals | LillyDirect platform,governments | healthcare providers | patients | multinational pharmaceutical companies | integrated healthcare organizations,3,"The company faces intense global competition and regulatory scrutiny regarding drug pricing, intellectual property, and biosimilar approval, indicating significant market influence and vulnerability to policy shifts.",False,quote_not_found,"Oncology products Cyramza, Erbitux, Inluriyo, Jaypirca... For use as monotherapy or in combination with another agent... | We face intensifying competition worldwide... Generic pharmaceuticals and biosimilars can pose major competitive challenges to our business. | Sales through LillyDirect represented a growing portion of our business... We maintain our own sales organizations in many countries. | In most international markets, we operate in an environment of government-mandated cost-containment programs... governments have significant power as large single payors to regulate prices",0000059478-26-000013,https://www.sec.gov/Archives/edgar/data/59478/000005947826000013/lly-20251231.htm,,
LMT,Lockheed Martin Corporation,aerospace_and_defense,defense | aerospace | cybersecurity | ai_compute,manufacturer | equipment_provider | software_or_service_provider,"Lockheed Martin Corporation is a global aerospace and defense technology company that builds and sustains solutions for national security and scientific exploration across four business segments: Aeronautics, Missiles and Fire Control, Rotary and Mission Systems, and Space. Its principal customers are agencies of the U.S. Government and allies, with 72% of 2025 sales derived from the U.S.","Advanced military aircraft (combat, air mobility, unmanned air vehicles) | Air and missile defense systems | Tactical missiles and precision strike weapon systems | Military and commercial helicopters | Sea- and land-based missile defense systems | Radar and laser systems | Command and control mission solutions | Cyber solutions",U.S. Government agencies | U.S. military branches | International governments | Allies | Civil applications | Commercial applications,5,"The company is a primary provider of integrated defense solutions across all warfighting domains for the U.S. Government and allies, holding critical roles in national security deterrence and advanced technology integration like AI and hypersonics.",True,,"We are a global aerospace and defense technology company that builds and sustains the solutions America and its allies need to deter conflict and advance national security | Our four business areas – Aeronautics, Missiles and Fire Control, Rotary and Mission Systems, and Space – work as one company offering integrated solutions, at scale, across all warfighting domains. | Our principal customers are agencies of the U.S. Government and allies. In 2025, 72% of our $75.0 billion in sales were from the U.S. | Artificial intelligence technologies have rapidly developed and our business may be adversely affected if we cannot successfully integrate the technology into our internal business processes and product and service offerings",0001628280-26-004195,https://www.sec.gov/Archives/edgar/data/936468/000162828026004195/lmt-20251231.htm,,
LRCX,Lam Research Corporation,semiconductors,semiconductor_supply_chain | ai_compute | cloud_infrastructure,equipment_provider | component_supplier,"Lam Research Corporation is a global supplier of innovative wafer fabrication equipment and services to the semiconductor industry, specializing in deposition, etch, and clean markets. The company serves memory, foundry, and logic/integrated device manufacturers to produce semiconductors for end markets including cloud computing, artificial intelligence, and automotive vehicles.",wafer fabrication equipment | deposition products | etch products | clean products | customer support services | spares and upgrades | Equipment Intelligence solutions | advanced packaging solutions,memory | foundry | logic/integrated device manufacturing | cloud computing | artificial intelligence | automotive vehicles,5,"The company holds a leadership position in critical semiconductor manufacturing processes (deposition, etch, and clean) that are essential for enabling technology inflections like 3D architecture and HBM, which are required for advanced AI and cloud infrastructure.",False,quote_not_found | quote_not_found,"Lam Research Corporation is a global supplier of innovative wafer fabrication equipment and services to the semiconductor industry. | We believe we are in a strong position with our leadership and expertise in deposition, etch, and clean markets to facilitate some of the most significant innovations in semiconductor device manufacturing. | Demand from cloud computing, artificial intelligence, 5G, the Internet of Things, and other markets is driving the need for increasingly powerful and cost-efficient semiconductors. | Additionally, the Company serves three primary markets: memory, foundry, and logic/integrated device manufacturing.",0000707549-25-000075,https://www.sec.gov/Archives/edgar/data/707549/000070754925000075/lrcx-20250629.htm,,
MCHP,Microchip Technology Inc.,semiconductors,ai_compute | industrial_automation | aerospace | defense | cloud_infrastructure,manufacturer | component_supplier,"Microchip Technology Inc. develops, manufactures, and sells embedded control solutions, including mixed-signal microcontrollers, microprocessors, FPGAs, and analog products. The company provides hardware, software, and services to support a broad range of industrial, automotive, aerospace, and data center applications.",mixed-signal microcontrollers | microprocessors | FPGA products | analog products | memory products | timing systems | manufacturing services | embedded control solutions,automotive | aerospace and defense | data centers | industrial automation | communications | consumer appliances,3,"The company supplies critical embedded control silicon and FPGA solutions for mission-critical environments in defense, aerospace, and data centers, while also expanding into AI/ML acceleration and 64-bit microprocessors.",False,quote_not_found | quote_not_found,"We develop, manufacture and sell smart, connected and secure embedded control solutions... strategic focus includes general purpose and specialized mixed-signal microcontrollers, microprocessors, analog, FPGA, data center, networking, and memory products. | Our portfolio of mid-range and low-end FPGAs is recognized for its low power consumption, defense grade security features, and robust reliability across mission-critical environments... applications within the industrial, automotive, defense, aviation, space and communications markets. | We entered the 64-bit mixed-signal microprocessor market with our PIC64 family... designed for high-performance, mission-critical applications across industrial, aerospace, defense and space sectors... AI/ML acceleration. | Embedded control systems have been incorporated into... data center solutions... defense and military hardware... scale-up and scale-across systems for AI infrastructure... smart home, IoT and AI/ML edge devices.",0000827054-26-000016,https://www.sec.gov/Archives/edgar/data/827054/000082705426000016/mchp-20260331.htm,,
MDB,MongoDB Inc.,software_and_data,enterprise_software | data_and_analytics | cloud_infrastructure,software_or_service_provider | platform_provider,"MongoDB Inc. provides a developer data platform centered on its Atlas database-as-a-service and term licenses, designed to support modern applications and generative AI workloads. The company competes in the database software market against legacy providers and public cloud vendors.",Atlas database-as-a-service | Term licenses | Technical support | Search capabilities | Vector search | Community Server | AI and ML solutions | Professional services,Software developers | IT executives | Enterprises | Organizations building generative AI applications,2,"The company provides a modern database platform positioned to support generative AI applications, but faces intense competition from larger legacy and cloud providers, limiting its bottleneck potential.",True,,"Our flexible document model is uniquely positioned to help customers build sophisticated AI applications... negating the need for multiple database systems | Our subscription revenue is comprised of term licenses and database-as-a-service solutions. Revenue from our Atlas database-as-a-service offering is primarily generated on a usage basis | We primarily compete with established legacy database software providers such as IBM, Microsoft, Oracle... We also compete with public cloud providers such as Amazon Web Services (“AWS”) | Because we derive more than the majority of our revenue from Atlas, failure of Atlas to satisfy customer demands could adversely affect our business",0001628280-26-016799,https://www.sec.gov/Archives/edgar/data/1441816/000162828026016799/mdb-20260131.htm,,
META,Meta Platforms Inc.,software_and_data,ai_compute | cloud_infrastructure | consumer_platform,platform_provider | software_or_service_provider,"Meta Platforms Inc. builds technology to enable human connection through a family of apps and immersive hardware, while investing heavily in artificial intelligence and the metaverse. The company generates revenue primarily by displaying advertising products on its social platforms and selling consumer hardware.",Facebook | Instagram | Messenger | WhatsApp | Threads | Meta AI | Meta Quest devices | AI glasses,users | marketers | businesses | developers,1,"The company operates a dominant global social platform ecosystem and is a major investor in frontier AI models, creating significant strategic relevance in digital infrastructure and consumer connectivity.",False,quote_not_found | quote_not_found,"Our mission is to build the future of human connection... We are innovating in artificial intelligence (AI) technologies... to advance our vision to deliver personal superintelligence for everyone. | Advertising revenue is generated by displaying ad products on Facebook, Instagram, Messenger, and third-party mobile applications. | Our AI investments support initiatives across our products and services... We are also working to develop the next generation of AI models and advance our vision to build superintelligence. | A further invalidation of the EU-U.S. DPF... could create considerable uncertainty and lead to us being unable to offer a number of our most significant products and services, including Facebook and Instagram, in Europe.",0001628280-26-003942,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm,,
MPWR,Monolithic Power Systems Inc.,semiconductors,semiconductor_supply_chain | cloud_infrastructure | industrial_automation | transportation,component_supplier,"Monolithic Power Systems Inc. is a semiconductor company that designs and sells high-performance analog and mixed-signal integrated circuits (ICs) and solutions. The company's products are utilized in storage, computing, enterprise data, automotive, industrial, communication, and consumer end markets.",high performance analog and mixed-signal solutions | integrated circuits (ICs) | discrete semiconductor products | power management functions | smaller size ICs | highly integrated solutions | lower energy consumption products | higher performance specifications products,storage and computing | enterprise data | automotive | industrial | communication | consumer,3,"The company provides critical analog and mixed-signal ICs that serve as building blocks for electronic systems across multiple high-growth sectors, though it faces intense competition and customer internal development risks.",True,,"We focus on the market for high performance analog and mixed-signal solutions. | We believe that the application of our products in the storage and computing, enterprise data, automotive, industrial, communication and consumer end markets will continue to account for the majority of our revenue. | Semiconductors comprise the basic building blocks of electronic systems and equipment. | The analog and mixed-signal semiconductor industry is highly competitive, and we expect competitive pressures to continue.",0001437749-26-006113,https://www.sec.gov/Archives/edgar/data/1280452/000143774926006113/mpwr20251231_10k.htm,,
MRVL,Marvell Technology Inc.,semiconductors,ai_compute | cloud_infrastructure | telecom_infrastructure,component_supplier,"Marvell Technology Inc. designs, develops, and sells integrated circuits, including custom ASICs and storage controllers, primarily serving the data center and communications end markets. The company provides semiconductor solutions for cloud infrastructure, AI systems, and enterprise networking.",Custom Application Specific Integrated Circuits (ASICs) | Bravera HDD controllers | Bravera SSD controllers | Ultra Accelerator Link (UALink) switches | Ethernet for Scale-Up Networking (ESUN) switches | Photonic Fabric solutions | PCIe and CXL switches | Interconnects and processors,Data center | Communications and other | Cloud and on-premise AI systems | Enterprise networking | Carrier infrastructure | Consumer,3,"The company is a significant supplier of semiconductor solutions for the rapidly evolving data center and AI markets, where demand is intense and capital expenditure is high, though it faces significant competition and customer concentration risks.",True,,"We serve these two end markets with a broad portfolio of semiconductor solutions based on our compute, networking, security, interconnects, and storage technologies | Our current product offerings include custom Application Specific Integrated Circuits (“ASICs”), interconnects, ethernet solutions, fibre channel adapters, processors and storage controllers. | Our product solutions serve two end markets: (i) data center and (ii) communications and other. | the current level of capital expenditure (capex) on AI infrastructure may not be sustainable over the long term and a significant reduction in AI-related spending will likely harm our financial results.",0001835632-26-000011,https://www.sec.gov/Archives/edgar/data/1835632/000183563226000011/mrvl-20260131.htm,,
MSFT,Microsoft Corporation,software_and_data,cloud_infrastructure | enterprise_software | ai_compute | cybersecurity | data_and_analytics,platform_provider | software_or_service_provider,"Microsoft Corporation develops and supports software, services, devices, and solutions, including cloud-based platforms, productivity applications, and enterprise business solutions. The company operates through Productivity and Business Processes, Intelligent Cloud, and More Personal Computing segments to serve global enterprise and consumer markets.",Azure cloud and AI consumption-based services | Microsoft 365 Commercial and Consumer products | Dynamics 365 ERP and CRM applications | Windows operating systems and Office applications | LinkedIn professional network services | Xbox hardware and gaming content | Nuance conversational AI solutions | GitHub cloud services,enterprises | small and medium businesses | frontline workers | developers | IT professionals | consumers,5,"The company provides critical cloud infrastructure (Azure) and enterprise software platforms that power modern business, with significant scale and network effects creating high switching costs and bottleneck potential for digital transformation.",False,quote_not_found | quote_not_found,"Our Intelligent Cloud segment consists of our public, private, and hybrid server products and cloud services that power modern business and developers. | Microsoft 365 Commercial is an AI-powered business and productivity solutions platform that brings together Office, Windows, Microsoft 365 Copilot, and Enterprise Mobility + Security. | Azure’s competitive advantage includes enabling a hybrid cloud... and the ability to run at a scale that meets the needs of businesses of all sizes and complexities. | Dynamics provides cloud-based and on-premises business solutions for financial management, enterprise resource planning (“ERP”), customer relationship management (“CRM”), and supply chain management.",0000950170-25-100235,https://www.sec.gov/Archives/edgar/data/789019/000095017025100235/msft-20250630.htm,,
MU,Micron Technology Inc.,semiconductors,ai_compute | cloud_infrastructure | semiconductor_supply_chain,manufacturer | component_supplier,"Micron Technology Inc. is an industry leader in innovative memory and storage solutions, delivering high-performance DRAM, NAND, and NOR products through its Micron and Crucial brands. The company serves diverse markets including data centers, mobile, client, automotive, and industrial segments, with a strategic focus on AI growth opportunities.",DRAM | NAND | NOR | SSDs | Managed NAND | Multi-chip packages | HBM (High Bandwidth Memory) | System-level memory and storage products,Data center | Mobile | Client | Automotive | Industrial | Consumer,5,"Micron's high-performance memory and storage are disclosed as 'increasingly vital to drive the growth of AI,' and the company holds a bottleneck position as the provider of essential components like HBM and advanced DRAM nodes for hyperscale cloud and data center customers.",True,,"As high-performance memory and storage become increasingly vital to drive the growth of AI, this business unit reorganization allows us to stay at the forefront of innovation | Cloud Memory Business Unit (“CMBU”): Focused on memory solutions for large hyperscale cloud customers, and HBM for all data center customers. | Micron delivers a rich portfolio of high-performance DRAM, NAND, and NOR memory and storage products through our Micron® and Crucial® brands. | Our product portfolio of memory and storage solutions... is based on our high-performance semiconductor memory and storage technologies, including DRAM, NAND, and NOR.",0000723125-25-000028,https://www.sec.gov/Archives/edgar/data/723125/000072312525000028/mu-20250828.htm,,
NEE,NextEra Energy Inc.,energy_and_utilities,grid_and_power | energy_transition | energy_security,infrastructure_operator | manufacturer | distributor_or_channel,"NextEra Energy Inc. operates two principal businesses: FPL, the largest electric utility in Florida, and NEER, a competitive energy and regulated transmission business. The company develops, constructs, and operates generation facilities including renewables, nuclear, and natural gas, alongside battery storage and transmission assets.",electricity generation and storage | electric transmission and distribution | natural gas pipelines | energy and capacity services | ancillary services | renewable energy credits (RECs) | commodity marketing and trading | risk management services,municipal utilities | cooperatives | distribution utilities | wholesale customers | commercial and industrial customers | retail customers,1,"The company is a major provider of essential energy infrastructure and power generation services, but operates in a highly competitive and regulated market with numerous participants, indicating standard industry relevance rather than unique bottleneck potential.",False,quote_not_found,"NEE is one of the largest electric power and energy infrastructure companies in North America... NEE had approximately 80 gigawatts of net generation and storage capacity | NEER... is comprised of NEE's competitive energy and regulated transmission businesses... develops, constructs and operates generation facilities, including renewables, nuclear and natural gas, as well as battery storage facilities | NEER's rate-regulated electric transmission assets... are comprised of approximately 400 substations and 4,175 circuit miles of transmission lines... ownership interests in regulated natural gas pipelines | NEER provides commodities-related products to customers, including municipal utilities and cooperatives... engages in energy-related commodity marketing and trading activities",0000753308-26-000015,https://www.sec.gov/Archives/edgar/data/753308/000075330826000015/nee-20251231.htm,,
NET,Cloudflare Inc.,software_and_data,cloud_infrastructure | cybersecurity | ai_compute,platform_provider | software_or_service_provider,"Cloudflare provides a unified cloud platform for security, performance, and reliability, operating a global network that spans over 330 cities in 125 countries. The company offers services including web security, content delivery, and serverless compute to help customers manage on-premises, hybrid, and cloud infrastructure.",Web security and application firewalls | Content delivery networks (CDN) | Distributed denial-of-service (DDoS) prevention | Domain name systems (DNS) | Email security | Serverless compute platform (Cloudflare Workers) | Wide area network (WAN) technology | Intrusion detection and prevention,Enterprises | ISPs | Cloud services providers | Web content providers | Third-party developers,3,"The company operates a critical global network interconnecting over 13,000 networks and provides essential security and performance infrastructure for businesses transitioning to the cloud.",True,,"Cloudflare is a leader in this Connectivity Cloud category. | Today, our network spans more than 330 cities in over 125 countries worldwide and interconnects with over 13,000 networks globally | We deliver a broad range of services to businesses of all sizes and in all geographies — making them more secure, enhancing the performance of their business-critical applications | Our broad portfolio of products exposes us to competition from a large number of competitors in a number of different markets, including companies and their product and services offerings in, among others, virtual private networks, internal and external firewalls",0001477333-26-000016,https://www.sec.gov/Archives/edgar/data/1477333/000147733326000016/cloud-20251231.htm,,
NOC,Northrop Grumman Corporation,aerospace_and_defense,defense | aerospace | cybersecurity | ai_compute,manufacturer | equipment_provider | software_or_service_provider,"Northrop Grumman Corporation is a leading global aerospace and defense technology company that delivers products, services, and solutions principally to the U.S. Department of War and intelligence community. The company operates through four segments: Aeronautics Systems, Defense Systems, Mission Systems, and Space Systems.",space systems | military aircraft | missile defense | advanced weapons and long-range fires capabilities | mission systems | networking and communications | strategic deterrence systems | radar and EO/IR sensors,U.S. Department of War | intelligence community | international customers | U.S. and international allies,5,"The company is a principal provider of critical national security capabilities, including strategic deterrence systems and military aircraft, to the U.S. Department of War and intelligence community.",True,,"Northrop Grumman Corporation... is a leading global aerospace and defense technology company. We deliver... principally to the U.S. Department of War (“DoW”) and intelligence community. | The company is a leading provider of space systems, military aircraft, missile defense, advanced weapons and long-range fires capabilities... strategic deterrence systems, and breakthrough technologies, such as advanced computing, microelectronics and cyber. | one of the ways in which our business sells our products and services internationally is through the United States Foreign Military Sales (FMS) program. | Leveraging artificial intelligence in our business processes and operations can enhance our performance and enable our workforce to meet the needs of the customer.",0001133421-26-000003,https://www.sec.gov/Archives/edgar/data/1133421/000113342126000003/noc-20251231.htm,,
NOW,ServiceNow Inc.,software_and_data,enterprise_software | ai_compute | cloud_infrastructure | cybersecurity | data_and_analytics,software_or_service_provider | platform_provider,"ServiceNow provides a cloud-based platform that helps organizations govern, secure, and manage AI while digitalizing and streamlining enterprise workflows. The company offers AI-powered applications and services designed to automate workflows, integrate systems, and drive digital transformation across various industries.",ServiceNow AI Platform | Now Assist | AI agents | Workflow applications | Agentic AI solutions | Low-code/no-code application development | System observability | Predictive insights,financial_services | healthcare_and_life_sciences | manufacturing | public_sector | retail | technology_and_telecommunications,3,"The company plays a significant role in enterprise digital transformation and AI operationalization, but faces intense competition and complex implementation risks that limit its bottleneck potential.",False,unknown_chunk_id | unknown_chunk_id,"ServiceNow delivers solutions that help public and private organizations govern, secure and manage artificial intelligence and digitalize and streamline workflows | At the core of these solutions is the ServiceNow AI Platform (“Platform”), a robust, cloud-based Platform that facilitates comprehensive delivery of seamless workflows | We provide solutions designed to address the requirements of specific industries, including financial services, healthcare and life sciences, manufacturing, public sector, retail, technology and telecommunications. | The pace of innovation will continue to accelerate as customers recognize the advantages of acquiring leading digital technologies and adopting AI native solutions",0001373715-26-000007,https://www.sec.gov/Archives/edgar/data/1373715/000137371526000007/now-20251231.htm,,
NTAP,NetApp Inc.,technology_hardware,cloud_infrastructure | data_and_analytics | ai_compute | cybersecurity | enterprise_software,manufacturer | software_or_service_provider | platform_provider,"NetApp Inc. is a global provider of intelligent data infrastructure, offering storage, data management software, and cloud operations solutions for on-premises, hybrid, and multi-cloud environments. The company serves enterprise customers across various verticals, focusing on modernizing data infrastructure to support digital transformation and artificial intelligence workloads.",ONTAP data management software | all-flash storage solutions | hybrid-flash storage solutions | cloud-native offerings | Storage-as-a-Service (Keystone) | cyber resilience solutions | cloud storage and cloud operations | data mobility and protection solutions,energy | financial services | government | technology | internet | life sciences,3,"NetApp holds strategic importance as a critical provider of data infrastructure enabling AI adoption and hybrid cloud operations, though it faces intense competition from cloud providers and alternative architectures.",False,quote_not_found | quote_not_found,"NetApp is a global leader in Intelligent Data Infrastructure... delivering innovative solutions that enable seamless data management... across on-premises, hybrid, and multi-cloud environments. | NetApp is well positioned to help customers with these next-generation workloads [AI and machine learning]. | NetApp focuses primarily on the enterprise storage and data management, cloud storage and cloud operations markets. | The emergence of artificial intelligence workloads has introduced additional competitive dynamics... particularly in areas related to data readiness, performance, scalability, and integration with compute and cloud ecosystems.",0001193125-26-259683,https://www.sec.gov/Archives/edgar/data/1002047/000119312526259683/ntap-20260424.htm,,
